step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
4,Ni-Co/Al2O3-ZrO2 nanocatalyst,0.1 g,H2,30 mL/min for 1 h,,,,,,,,,reduced Ni-Co/Al2O3-ZrO2 nanocatalyst (active for DRM),700.00,1.00,H2,,-,_20260323_155738_mahboob_2017_sonochemically_preparation_and_charac.json,,0,,0,,0,,,
1,H₂PtCl₆·6H₂O,Pt 0.5 wt%,Ni(NO₃)₂·6H₂O,Ni 0.5 wt%,"oxide support (e.g., TiO₂-ZrO₂, SiO₂, Al₂O₃, ZrO₂)",sufficient to fill pores,,,,,,,supported Pt-Ni bimetallic catalyst,79.85,10.00,AIR,,-,_20260323_155937_li_2019_effect_of_oxide_supports_on_pt_ni_bimetall.json,,0,,0,,0,,,
1,NO,not specified,H₂,not specified,,,,,,,,,"N₂ (major), NH₃ and N₂O (minor)",300.00,,HE,Pt Co or Pd Co,,_20260323_170505_nguyen_2016_reduction_of_nitric_oxide_with_hydroge.json,,0,,0,,0,,,
1,cobalt rhenium oxide precursor,not specified,NH₃,ammonolysis atmosphere,,,,,,,,,CoRe₁.₆ nitride catalyst (CoReᵧNₓ),700.00,3.00,,CoRe,"2.48 Å (Co–Re), 2.52–2.54 Å (during reaction, time-dependent)",_20260323_170514_mathisen_2018_an_in_situ_xas_study_of_the_cobalt_r.json,,0,,0,,0,,,
1,copper electrodes,"two plates, 10.5 cm² each","benzene-1,3,5-tricarboxylic acid (BTC)",0.1 M in 50 mL methanol,tetrabutylammonium tetrafluoroborate (TBATFB),0.1 M in 50 mL methanol,,,,,,,MOF-199/EC (sky blue precipitate),,,AIR,,-,_20260323_170557_mandegarzad_2018_mof_derived_cu_pdnanoporous_carbo.json,,0,,0,,0,,,
2,MOF-199/EC,as synthesized,,,,,,,,,,,Cu/NPCC/EC,,,N₂,,-,_20260323_170557_mandegarzad_2018_mof_derived_cu_pdnanoporous_carbo.json,,0,,0,,0,,,
3,Cu/NPCC/EC,as prepared,"Pd²⁺ ions (e.g., PdCl₂ or Pd(NO₃)₂)",not specified,,,,,,,,,Cu-Pd/NPCC/EC,,,AIR,,-,_20260323_170557_mandegarzad_2018_mof_derived_cu_pdnanoporous_carbo.json,,0,,0,,0,,,
1,Al(NO₃)₃·9H₂O,desired amounts,Zn(NO₃)₂·6H₂O,desired amounts,Ce(NO₃)₃·6H₂O,desired amounts,distilled water,sufficient for dissolution,,,,,CeO₂-ZnAl₂O₄ (ZAO-Ce) support,,,AIR,,-,_20260323_170745_movasati_2019_dry_reforming_of_methane_over_ceo2_z.json,,0,,0,,0,yes,4.00,65.00
2,Ni(NO₃)₂·6H₂O,to yield 12.5 wt% Ni,Co(NO₃)₂·6H₂O,to yield 2 wt% Co,CeO₂-ZnAl₂O₄ support,as support,,,,,,,Ni-Co/ZAO-Ce bimetallic catalyst,80.00,12.00,AIR,,-,_20260323_170745_movasati_2019_dry_reforming_of_methane_over_ceo2_z.json,,0,,0,,0,,,
1,,,,,,,,,,,,,-,,,,,,_20260323_170852_men_2017_electrochemical_detection_of_vitamin_d2_a.json,,,,,,,,,
1,H₂PtCl₆·6H₂O,0.5 mM in 50 mL aqueous solution,RhCl₃·3H₂O,"0.5, 0.3, or 0.1 mM in 50 mL aqueous solution (Pt:Rh = 5:5, 5:3, 5:1)",tartaric acid,6 mM in 50 mL aqueous solution,Vulcan XC-72R carbon support,adjusted to achieve 10 wt.% total metal loading (Pt+Rh:C = 1:9),2-propanol,0.5 mL as reduction enhancer,,,"PtRh/C nanoparticles (2–3 nm, random alloy)",60.00,0.17,AR,,-,_20260323_170954_matsuura_2016_synthesis_of_carbon_supported_ptrh_r.json,,0,,0,,0,,,
1,Pd solution,100 μL,Pt solution,50 μL,R6G solution (5 mM),150 μL,milli-Q water,300 μL,,,,,PdPt-HCNS / PdPt-CNS,,0.08,AIR,,-,_20260323_171109_nandan_nanda_2017_a_unique_approach_to_designing_r.json,,0,,0,,0,,,
1,silver salt,not specified,palladium salt,not specified,g-C₃N₄,"support, not quantified",,,,,,,AgPd@g-C₃N₄,,,,AgPd,-,_20260323_171119_nasir_baig_2016_a_photoactive_bimetallic_framework.json,,0,,0,,0,,,
1,Na₃BTC,"aqueous solution, adjusted to 2:3 molar ratio with metal salt","divalent metal salt (e.g., CoCl₂, NiCl₂, MnCl₂, ZnCl₂, or mixtures like Co/Ni or Mn/Ni)","solid precursor, stoichiometrically matched to Na₃BTC",ethanol,1:2 v:v ratio with total water,,,,,,,"M-BTC or MxM'-BTC MOF (e.g., Co5Ni-BTC, Mn2Ni-BTC)",,,AIR,,8–9 Å (statistical average nearest-neighbor distance between Co²⁺ sites in Co5Ni-BTC),_20260323_171222_nowacka_2019_selective_aerobic_oxidation_of_cumene.json,,0,,0,,0,yes,,
1,PdCl₂,to achieve 0.5% w/w Pd,H₂PtCl₆,to achieve 0.9% w/w Pt,activated carbon support,"commercial, S ≈ 750 m²/g, particle size 0.25–0.50 mm",,,,,,,Pd-Pt bimetallic catalyst on activated carbon (PdPt/C),100.00,2.00,AIR,,-,_20260323_171253_martin_martinez_2016_dechlorination_of_dichloromet.json,,0,,0,,0,,,
1,HAuCl₄·3H₂O,2 mL of 60 mM,H₂PtCl₆·6H₂O,2 mL of 60 mM,ascorbic acid (AA),1 mL of 1 M,P85 block copolymer,1 mL of 10 mM,,,,,Au@Pt core-shell bimetallic nanoparticles,,,AIR,,-,_20260323_171401_nayak_2017_insight_into_growth_of_au_pt_bimetallic.json,,0,,0,,0,yes,,
1,[Pt(NH3)4][Re(Cl6)],"crystals, 1:1 molar ratio of Pt and Re complexes",5% H2/95% N2 mixture,"flow, 48 hr",NaBH4,"3 eq. in water-ethanol mixture, 48 hr",,,,,,,Pt-Re bimetallic nanoporous network (BNN),80.00,,H2,Pt Re,-,_20260323_171411_nijem_2018_bimetallic_pt_re_nanoporous_networks_sy.json,,0,,0,,0,,,
1,"(R,R)-bpzmmH",1 equivalent,Zn(OAc)₂,2 equivalents,THF,solvent,,,,,,,"complex 10 [{Zn(κ³-(R,R)-bpzmm)}(μ-O₂CCH₃){Zn(HO₂CCH₃)}]",,,AIR,Zn22,,_20260323_171523_mart_nez_2016_ring_opening_copolymerisation_of_cyc.json,,0,,0,,0,,,
1,Ta2O5,1 g,H2PtCl6·6H2O,"57/0, 50/2, 44/5, 39/7, 33/10, 11/20, 0/25 mg/mg (relative to Pd(NO3)2)",Pd(NO3)2,"57/0, 50/2, 44/5, 39/7, 33/10, 11/20, 0/25 mg/mg (relative to H2PtCl6·6H2O)",water,40 mL,,,,,wet impregnated Ta2O5 precursor,,,AIR,,-,_20260323_180846_sakamoto_2017_photocatalytic_dehalogenation_of_aro.json,,0,,0,,0,yes,12.00,79.85
2,wet impregnated Ta2O5 precursor,all,,,,,,,,,,,PtPd/Ta2O5 bimetallic alloy catalyst,399.85,2.00,H2,,-,_20260323_180846_sakamoto_2017_photocatalytic_dehalogenation_of_aro.json,,0,,0,,0,,,
1,Co₂(CO)₈,not specified,Rh₆(CO)₁₆,not specified,oleic acid,not specified,o-dichlorobenzene (DCB),not specified,,,,,Co-Rh bimetallic nanoparticles,180.00,2.00,AR,,-,_20260323_181017_ralston_2018_bimetallic_cobalt_nanoparticles_co_m_.json,,0,,0,,0,,,
1,Fe(NO3)3·9H2O,13.2 g,Co(NO3)2·6H2O,12.1 g,aqueous extract of Azadirachta indica leaves,200 mL,,,,,,,CoFe2O4 nanoparticles,99.85,2.00,AIR,,-,_20260323_181034_saeed_2018_green_synthesis_of_cofe2_o4_and_investi.json,,0,,0,,0,yes,2.00,
1,K₂PdCl₄,32 mg,KI,10 mg,GO,70 mg,AgNO₃,33.43 mg in 10 mL water,,,,,Pd@Ag/RGO core-shell NPs,,,AIR,,-,_20260323_181210_raghavendra_2018_reduced_graphene_oxide_supported_.json,,0,,0,,0,,,
2,Pd@Ag/RGO core-shell NPs,from previous step,HAuCl₄,25.95 mg,,,,,,,,,Pd@Au/RGO core-shell NPs,,48.00,AIR,,-,_20260323_181210_raghavendra_2018_reduced_graphene_oxide_supported_.json,,0,,0,,0,yes,48.00,
1,ZrCl4,51.3 mg,2-aminoterephthalic acid,39.9 mg,DMF,50 mL,acetic acid,3 mL,,,,,UiO-66(NH2),,,AIR,PdPt,,_20260323_181243_r_sler_2017_encapsulation_of_bimetallic_metal_nano.json,,0,,0,,0,,,120.00
2,UiO-66(NH2),as synthesized,colloidal PdPt NPs,30 mg in 30 mL DMF,DMF,"additional, as solvent",,,,,,,PdPt@UiO-66,120.00,24.00,AIR,PdPt,,_20260323_181243_r_sler_2017_encapsulation_of_bimetallic_metal_nano.json,,0,,0,,0,,,
1,Cu(NO₃)₂·5H₂O,0.17 N solution,"mordenite zeolite (Na₆.₄Al₆.₄Si₄₁.₆O₉₆, Si/Al = 6.5)",1 g,,,,,,,,,Cu-MOR monometallic catalyst,,,AIR,Cu2O2dicopper core),-,_20260323_181314_ram_rez_garza_2018_cu_agmordenite_catalysts_for_no.json,O,2,,0,,0,,,100.00
2,AgNO₃,0.013 N or 0.056 N solution,Cu-MOR monometallic catalyst,1 g,,,,,,,,,"Cu-Ag-MOR bimetallic catalysts (e.g., Cu(2.4)Ag(0.5), Cu(1.5)Ag(1.5))",,,AIR,Cu2O2dicopper core),-,_20260323_181314_ram_rez_garza_2018_cu_agmordenite_catalysts_for_no.json,O,2,,0,,0,,,100.00
3,Cu-Ag-MOR bimetallic catalyst,100 mg,,,,,,,,,,,"hydrotreated Cu-Ag-MOR catalyst (e.g., Cu(2.4)Ag(0.5)-5, Cu(2.4)Ag(0.5)-12)",500.00,5.00,N₂,Cu2O2dicopper core),-,_20260323_181314_ram_rez_garza_2018_cu_agmordenite_catalysts_for_no.json,O,2,,0,,0,,,
1,Cu/SiO₂,"reference catalyst, theoretical Cu loading 10 wt%",Bis(cyclopentadienyl)dimethylzirconium,in n-pentane solution,,,,,,,,,Cu-Zr precursor on SiO₂,,,AIR,Cu ZrOₓ interface,-,_20260323_181612_ro_2016_role_of_the_cu_zro2_interfacial_sites_for_.json,O,1,,0,,0,yes,3.00,
2,Cu-Zr precursor on SiO₂,all,H₂,flow: 30 cm³ (STP) min⁻¹,,,,,,,,,CuZrₓ/SiO₂ bimetallic catalyst (with Cu–ZrOₓ interfacial sites),299.85,2.00,HE,Cu ZrOₓ interface,-,_20260323_181612_ro_2016_role_of_the_cu_zro2_interfacial_sites_for_.json,O,1,,0,,0,,,
1,cobalt nitrate,for 2.5 wt% and 5.0 wt% Co loading,citric acid,as chelating agent and support acidiﬁer,carbon support,not specified quantitatively,,,,,,,Co/C catalyst,,,HE,,-,_20260323_190421_tengco_2016_synthesis_and_electrochemical_evaluati.json,,0,,0,,0,,,250.00
2,H₂PtCl₆,in electroless deposition bath,dimethylamineborane (DMAB),reducing agent,ethylenediamine,stabilizing agent,Co/C catalyst,substrate for Pt deposition,,,,,Pt-Co/C bimetallic catalyst,,,AIR,,-,_20260323_190421_tengco_2016_synthesis_and_electrochemical_evaluati.json,,0,,0,,0,,,
1,graphene oxide (GO),not specified,"Pd²⁺ precursor (e.g., PdCl₂ or Pd(NO₃)₂)",not specified,"Fe³⁺ precursor (e.g., FeCl₃ or Fe(NO₃)₃)",not specified,"H₃PW₁₂O₄₀ (phosphotungstic acid, HPW)",not specified,isopropanol (Me₂CHOH),not specified,,,Pd₀.₅Fe₀.₅/graphene bimetallic nanocatalyst,,,AIR,,-,_20260323_190559_song_2017_preparation_of_pd_fegraphene_catalysts_b.json,,0,,0,,0,,,
1,platinum(II) acetylacetonate,0.197 g,tin(II) acetate,0–0.177 g,oleic acid,0.32 mL,oleyl amine,0.34 mL,"1,2-hexadecanediol",0.78 g,dioctyl ether,20 mL,Pt-NP or SnPt-NP catalysts,279.85,1.00,N₂,,-,_20260323_190645_taniya_2018_synthesis_of_bimetallic_snpt_nanoparti.json,,0,,0,,0,,,
1,Co(NO₃)₂·6H₂O,calculated amount,Ni(NO₃)₂·6H₂O,calculated amount,pretreated γ-Al₂O₃ support,used in co-impregnation,,,,,,,5%Ni-10%Co/Al₂O₃ catalyst,99.85,3.00,AIR,,-,_20260323_190653_siang_2018_hydrogen_production_from_ch4_dry_reform.json,,0,,0,,0,yes,3.00,
1,Ce(Ac)₃,not specified,AgNO₃,not specified,presynthesized Pd NPs (Pd cubes),not specified,,,,,,,Pd@Ag@CeO₂ core@shell nanospheres (asymmetrical Pd@Ag core encapsulated by CeO₂ shell),60.00,,AIR,,-,_20260323_190713_song_2017_achieving_the_trade_off_between_selectiv.json,,0,,0,,0,,,
1,Co(NO3)2·6H2O,10.18 g,Cu(NO3)2·3H2O,8.45 g,deionized water,400 mL,aqueous ammonia,190 mL,,,,,cobalt/copper ammonia complex solution,,,AIR,CoCu,-,_20260323_191028_shi_2018_direct_conversion_of_co2_to_long_chain_hy.json,,0,,0,,0,yes,0.50,
2,TiO2 (P25),10 g,cobalt/copper ammonia complex solution,all,,,,,,,,,CoCu/TiO2 catalyst,90.00,4.00,N2,CoCu,-,_20260323_191028_shi_2018_direct_conversion_of_co2_to_long_chain_hy.json,,0,,0,,0,yes,4.00,
1,Cp₂HfF₂,10 mol%,PdCl₂,3 mol%,(EtO)₃SiH,2.5 equiv,NaF,1 equiv,"aryl iodide (e.g., 4-iodoanisole)",1.0 equiv,phenylacetylene,1.0 equiv,"trans-stilbene derivative (e.g., (E)-alkene)",80.00,24.00,N₂,Hf Pd,-,_20260323_191244_takahashi_2018_group_4_metallocene_difluoridepalla.json,,0,,0,,0,,,
1,Ni powder,not specified,Se powder,not specified,,,,,,,,,"NiSe nanoparticles (e.g., NiSe_BM1.6, NiSe_BM5, etc.)",,0.25,CO,,-,_20260323_191305_subbarao_2016_size_and_morphology_controlled_nise_.json,,0,,0,,0,,,
1,Cu(MeCN)4BF4,not specified,[Ir(cod)Cl]2,not specified,"(S,S)-L4",not specified,"(R,R,R)-L5",not specified,,,,,bimetallic Cu/Ir catalyst complex,,,,,-,_20260323_202945_wei_2018_stereodivergent_synthesis_of_disubstitute.json,,0,,0,,0,,,
1,phenylacetylene,0.5 mmol,4-methoxyphenylacetylene,1.0 mmol,CuCl₂·2H₂O,10 mg (0.05 mmol),Pd(NH₃)₄Cl₂·H₂O,13 mg (0.05 mmol),TMEDA,54 μL (0.6 mmol),O₂,1 MPa,"unsymmetrical 1,3-diyne (e.g., 3a)",40.00,4.00,CO,Cu Pd,-,_20260323_203021_wang_2018_copper_ii_palladium_ii_catalysed_highly_.json,,0,,0,,0,,,
1,MWCNTs,substrate,"Pt precursor (e.g., MeCpPtMe₃)",2 ALD cycles,"Co precursor (e.g., CoCp₂)",10 ALD cycles,"Al₂O₃ precursor (e.g., TMA + H₂O)",5 ALD cycles (for isolation),,,,,10c-Co/2c-Pt/MWCNTs,177.00,,N₂,PtCo,,_20260323_203304_wang_2018_atomic_layer_deposited_pt_co_bimetallic_.json,,0,,0,,0,,,
1,ZrO₂ support,not specified,copper nitrate,to achieve 5 wt% or 50 wt% total metal loading,nickel nitrate,"to achieve Cu:Ni ratio of 1:3, 1:1, or 3:1",,,,,,,"CuNi-ZrO₂ bimetallic catalyst (e.g., 11CuNi-ZrO₂, 13CuNi-ZrO₂, or 13CuNi-ZrO₂50)",700.00,,AIR,,-,_20260323_203342_wolfbeisser_2017_surface_composition_changes_of_cu.json,,0,,0,,0,,,
1,2-methylimidazole,370 mg,methanol,8 mL,,,,,,,,,solution A,,,AIR,FeN4 CoN4,,_20260323_203715_wu_2018_encapsulation_of_metal_precursor_within_zi.json,N,4,N,4,,0,yes,1.00,
2,Co(NO3)2·6H2O,7.8 mg,Zn(NO3)2·6H2O,160 mg,Fe(acac)3,112 mg,methanol,8 mL,,,,,FeCo/ZnZIF,,,AIR,FeN4 CoN4,,_20260323_203715_wu_2018_encapsulation_of_metal_precursor_within_zi.json,N,4,N,4,,0,,,120.00
3,FeCo/ZnZIF,all,,,,,,,,,,,FeCo-NC,900.00,3.00,N2,FeN4 CoN4,,_20260323_203715_wu_2018_encapsulation_of_metal_precursor_within_zi.json,N,4,N,4,,0,,,
1,P123,4 g,deionized water,30 mL,HCl solution,120 mL of 0.74 M,TEOS,8.4 g,MPTMS,0.784 g,HAuCl₄·xH₂O,6.4 mL of 0.02 M (for 1 wt.% Au),1wt.%Au-1wt.%Pt/SiO₂ or 1wt.%Au-1wt.%Pd/SiO₂ bimetallic nanoparticle catalyst,500.00,1.00,AIR,,-,_20260323_204130_wu_2018_ultrastable_bimetallic_catalyst_with_tuned.json,,0,,0,,0,,,
1,"1,2,4,5-benzenetetramine tetrahydrochloride",not specified,"3,5-di-tert-butylsalicylaldehyde",not specified,,,,,,,,,salphen ligand 4,,,AIR,Al2,not specified,_20260323_204714_wu_north_2017_a_bimetallic_aluminium_salphen_compl.json,,0,,0,,0,,,
2,salphen ligand 4,not specified,diethylaluminium chloride (Et₂AlCl),not specified,,,,,,,,,bimetallic aluminium(salphen) complex 5,,,AR,Al2,not specified,_20260323_204714_wu_north_2017_a_bimetallic_aluminium_salphen_compl.json,,0,,0,,0,,,
1,"Ag precursor (not explicitly named, likely AgNO₃ or similar)",not specified,SBA-15,not specified,"alcohol (e.g., ethylene glycol)",not specified,microwave irradiation,single-step microwave-assisted alcohol reduction,,,,,Ag/SBA-15 NRs (silver nanorods supported on SBA-15),,,CO,,-,_20260323_204943_verma_2017_synthesis_of_mesoporous_silica_supporte.json,,0,,0,,0,,,180.00
2,Ag/SBA-15 NR,0.1 g,water,20 mL,"M precursor (M = Pd, Ni, Co, Ru)",to achieve 0.5 wt% M loading,NaBH₄,"freshly prepared, used for reduction",Ar gas,bubbled for 30 min prior to reduction,,,"M/Ag/SBA-15 bimetallic catalyst (e.g., Ru/Ag/SBA-15)",,0.50,AR,,-,_20260323_204943_verma_2017_synthesis_of_mesoporous_silica_supporte.json,,0,,0,,0,,,
1,HAuCl₄·3H₂O,1.0 g (2.54 mmol),ethylenediamine,0.45 mL (6.7 mmol),,,,,,,,,Au(en)₂Cl₃ complex,,,AIR,,-,_20260323_205113_tsai_2018_aerobic_oxidative_esterification_of_prim.json,,0,,0,,0,,,
2,MSN support,500 mg,Au(en)₂Cl₃,"in aqueous solution, pH-tuned",,,,,,,,,Au-complex-MSN,,,AIR,,-,_20260323_205113_tsai_2018_aerobic_oxidative_esterification_of_prim.json,,0,,0,,0,,,
3,Au-complex-MSN,500 mg,Pd(OAc)₂,17.7 mg (0.079 mmol),dry toluene,25 mL,,,,,,,Pd-Au@MSN,35.00,3.00,AIR,,-,_20260323_205113_tsai_2018_aerobic_oxidative_esterification_of_prim.json,,0,,0,,0,yes,3.00,
1,,,,,,,,,,,,,-,,,,,,_20260323_205120_wang_2018_trimetallic_ptpdcu_nanowires_as_an_elect.json,,,,,,,,,
1,H2PtCl6·6H2O,not specified,Na2PdCl4,not specified,ethylene glycol,2.5 mL,HCl (37 wt%),0.34 mL,polyvinyl pyrrolidone (PVP),not specified,,,porous Pt-Pd bimetallic nanoparticles,190.00,0.08,AIR,,-,_20260323_213726_yang_2018_synthesis_of_pt_pd_bimetallic_porous_nan.json,,0,,0,,0,yes,0.08,
1,(NH₃)₄Pt(NO₃)₂,for 1.7 wt% Pt loading,Ni(NO₃)₂·6H₂O,for 1.5 wt% Ni loading,CeO₂,"commercial support, 35–45 m²/g",,,,,,,PtNi/CeO₂ bimetallic catalyst,399.85,1.00,AIR,PtNi,2.57–2.58 Å,_20260323_213813_yan_2016_dry_reforming_of_ethane_and_butane_with_c.json,,0,,0,,0,,,
1,ZVI particles,not specified,CuSO₄ aqueous solution,concentration adjusted to control Cu deposition,H₂O,aqueous medium,,,,,,,"ZVI/Cu bimetallic catalyst (core-shell structure: Fe⁰ core, Cu⁰/Cu₂O/Fe₃O₄/FeOOH surface layer)",2.00,,AIR,,-,_20260323_213953_yamaguchi_2018_hydroxyl_radical_generation_by_zero.json,,0,,0,,0,yes,,
1,H₂PtCl₆·6H₂O,4 mL of 20 mM solution,sodium iodide,200 mg,hexadecyltrimethylammonium bromide (CTAB),a certain amount,CuCl₂·2H₂O,4 mL of 20 mM solution,,,,,Pt-Cu bimetallic alloy nanoflowers (Pt-Cu NFs),200.00,1.00,AIR,,-,_20260323_214049_xing_2018_platinum_copper_bimetallic_alloy_nanoflo.json,,0,,0,,0,,,
1,Fe(NO₃)₃·9H₂O,2.886 g,Mn(NO₃)₂·6H₂O,"adjusted for Fe/Mn weight ratio = 20:x (x = 0.25, 0.5, 1.0, 2.5, 5.0)",,,,,,,,,Fe₂₀-Mnₓ/SiO₂ (x = 0.25–5.0 wt%),399.85,4.00,AIR,Fe MnOₓ SiO2,,_20260323_214142_zhang_2017_mnox_promotional_effects_on_olefins_syn.json,O,1,Si,1,O,2,,,
1,Pd(acac)2,0.1 mmol,triphenylphosphine (TPP),"0.3 mmol, 0.5 mmol, 0.7 mmol or 0.9 mmol",CuCl2·2H2O,0.1 mmol,oleylamine (OAm),4.0 mL,1-octadecene,4.0 mL,,,"PdCu nanoparticles (NPs) of controlled size (9.3 nm, 7.1 nm, 6.3 nm, 5.8 nm)",80.00,0.33,N₂,,-,_20260323_214447_yang_2018_the_size_effect_of_pdcu_bimetallic_nanop.json,,0,,0,,0,yes,0.33,
1,graphite powder,2 g,concentrated H₂SO₄,100 mL,KMnO₄,8 g,,,,,,,graphene oxide (GO) dispersion,,,AIR,Pt2Ag,-,_20260323_214713_yousaf_2016_single_phase_ptag_bimetallic_alloy_nan.json,,0,,0,,0,yes,0.50,5.00
2,GO dispersion (1 mg/mL in Milli-Q water),"not specified, but ultrasonicated",K₂PtCl₆,not specified,AgNO₃,not specified,hexadecyltrimethylammonium bromide (CTAB),"used as surfactant, not quantified",ascorbic acid,"not specified, used as reducing agent",,,PtAg/rGO bimetallic alloy nanocrystals (pre-reduction or as-synthesized PtAg on GO),,,AIR,Pt2Ag,-,_20260323_214713_yousaf_2016_single_phase_ptag_bimetallic_alloy_nan.json,,0,,0,,0,,,
3,PtAg on GO,not specified,dopamine hydrochloride,not mentioned — absent in text,Tris-HCl buffer,not mentioned — absent in text,,,,,,,PtAg/rGO catalyst (reduced graphene oxide supported PtAg alloy NPs),,,,Pt2Ag,-,_20260323_214713_yousaf_2016_single_phase_ptag_bimetallic_alloy_nan.json,,0,,0,,0,,,
1,PdCl₂,not specified,IrCl₃·hydrate,not specified,oleylamine (OAm),10 mL,,,,,,,PdIr nanoporous aggregates (PdIr NAs),,,,,-,_20260323_214720_xu_2018_facile_synthesis_of_pdir_nanoporous_aggreg.json,,0,,0,,0,,,
1,g-C₃N₄,0.2 g,AgNO₃,0.04 mmol,K₂PdCl₄,0.36 mmol,,,,,,,impregnated g-C₃N₄ suspension,,,AIR,AgPd,-,_20260323_214731_yao_2017_highly_efficient_hydrogen_release_from_fo.json,,0,,0,,0,yes,24.00,24.85
2,NaBH₄ (aqueous solution),2 mmol,,,,,,,,,,,AgPd/g-C₃N₄ colloidal suspension,,,AIR,AgPd,-,_20260323_214731_yao_2017_highly_efficient_hydrogen_release_from_fo.json,,0,,0,,0,yes,,-0.15
3,,,,,,,,,,,,,AgPd/g-C₃N₄ catalyst,99.85,12.00,AIR,AgPd,-,_20260323_214731_yao_2017_highly_efficient_hydrogen_release_from_fo.json,,0,,0,,0,,,
1,Pt(acac)₂,22.5 mg,Pd(acac)₂,5.82 mg,CTAB,10 mg,ODE,10 mL,oleic acid,1 mL,,,Pt-Pd nanodendrites (Pt-Pd NDs),60.00,6.00,,,-,_20260323_214745_xiong_2017_pt_pd_nanodendrites_as_oxygen_reduction.json,,0,,0,,0,yes,6.00,
1,Cu(NO3)2·3H2O,prescribed amount,Ni(NO3)2·6H2O,prescribed amount,SiO2 support (CARiACT Q10),to give total metal loading of 20 wt.%,,,,,,,"Cu-Ni/SiO2 bimetallic catalyst (e.g., 6Cu-14Ni/SiO2)",110.00,12.00,AIR,,-,_20260323_214842_yoshida_2017_vapor_phase_hydrogenation_of_levulini.json,,0,,0,,0,,,
1,H2PtCl6,not specified,Pb(OAc)2·3H2O,not specified,hexadecyltrimethylammonium chloride (CTAC),not specified,ascorbic acid (AA),not specified,,,,,dendritic Pt/Pb nanoparticles,5.00,0.08,AIR,,-,_20260323_215003_zhang_2017_rapid_synthesis_of_dendritic_ptpb_nanop.json,,0,,0,,0,,,
1,TiO₂ (Aeroxide TiO₂ P25),30 wt%,Cu(NO₃)₂·3H₂O,not specified,Co(NO₃)₂·6H₂O,not specified,Na₂CO₃,"2 M solution, added simultaneously with metal ion solution",,,,,CuCo/TiO₂ catalyst,70.00,2.00,AIR,,-,_20260323_215148_yang_2016_deactivation_study_of_cuco_catalyst_for_.json,,0,,0,,0,,,
1,(PPh₃)₃[Pt(SnCl₃)₅],heterometallic precursor,γ-Al₂O₃,support,,,,,,,,,Pt–Sn/Al₂O₃ catalyst,450.00,10.00,,Pt Sn,-,_20260323_221909_zharova_2018_pt_snal_2_o_3_catalyst_for_the_select.json,,0,,0,,0,,,
1,CNTs,100 mg,H₂SO₄,"3:1 concentrated mixture with HNO₃, 40 mL total",HNO₃,"3:1 concentrated mixture with H₂SO₄, 40 mL total",,,,,,,carboxylated CNTs,,,AIR,,-,_20260323_222014_zhu_2018_dry_reforming_of_methane_over_palladium_p.json,,0,,0,,0,,,
2,carboxylated CNTs,100 mg,PtCl₂,"12.5 mM in ethylene glycol, 30 mL total",PdCl₂,"12.5 mM in ethylene glycol, 30 mL total",ethylene glycol,30 mL,,,,,Pt-Pd/CNTs (bimetallic nanoparticle catalyst),,,AIR,,-,_20260323_222014_zhu_2018_dry_reforming_of_methane_over_palladium_p.json,,0,,0,,0,,,189.85
3,Pt-Pd/CNTs,0.4 g,Y-zeolite,1.6 g,,,,,,,,,Pt-Pd/CNT-zeolite composite catalyst for dry reforming,649.85,,CO,,-,_20260323_222014_zhu_2018_dry_reforming_of_methane_over_palladium_p.json,,0,,0,,0,,,
1,graphene oxide (GO),10 mg,cetyltrimethylammonium bromide (CTAB),15 mg,PdCl₂,14.2 mg,NiCl₂·6H₂O,5.0 mg,Ce(NO₃)₃·6H₂O,7.1 mg,NaBH₄,30 mg,Pd₀.₈Ni₀.₂₂-CeO₂/rGO,,4.00,AIR,,-,_20260323_222042_zhou_2018_rgo_supported_pdni_ceo2_nanocomposite_as.json,,0,,0,,0,yes,4.00,
1,PdCl₂,0.02 M aqueous solution (pH = 2),CoCl₂,aqueous solution,carbon black (Vulcan-XC-72R),1 mg/mL dispersion in H₂O/EtOH (1:1 v/v),KBH₄,excessive powder,ethanol,as received,deionized water,as solvent,as-synthesized PdCo/C catalyst,,,AIR,PdCo,-,_20260323_222113_zhao_2018_pdco_bimetallic_nano_electrocatalyst_as_.json,,0,,0,,0,yes,1.50,
2,as-synthesized PdCo/C catalyst,not specified,,,,,,,,,,,"HT-0h, HT-4h, HT-8h, HT-16h, or HT-24h PdCo/C catalyst",200.00,4.00,AR,PdCo,-,_20260323_222113_zhao_2018_pdco_bimetallic_nano_electrocatalyst_as_.json,,0,,0,,0,,,
1,CuO/γ-Al₂O₃,substrate,bis(cyclopentadienyl) nickel (Ni(cp)₂),"vapor precursor, 110°C vessel",O₃,"oxidant, 5 s pulse at 200 sccm",,,,,,,Ni-decorated CuO/γ-Al₂O₃ (ALD-Ni₁Cu₈/γ-Al₂O₃ precursor),,,N₂,,-,_20260323_222201_zhao_2017_atomic_layer_deposition_of_ni_on_cu_nano.json,,0,,0,,0,,,110.00
